@relation 'mutationvariants-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute KOSJ950102 numeric
@attribute KOSJ950107 numeric
@attribute KOSJ950112 numeric
@attribute GENE_FAMILY numeric
@attribute class {pathogenic,benign,conflicting,risk,unknown}

@data
0,0,0,6470,pathogenic
0,0,0,4175,pathogenic
0.1,1.8,0.7,14348,benign
0.5,0.9,0.5,14348,benign
0,0,0,11005,pathogenic
2,2.6,2.7,20626,pathogenic
5.7,0.1,1.9,11273,pathogenic
58.5,78.1,66.7,2928,pathogenic
0.1,0.1,1.7,3218,benign
1.1,0.1,0.3,11772,pathogenic
5.7,0.1,1.9,7882,benign
0.1,0.1,0.2,8918,pathogenic
0.1,0.1,0.2,18865,pathogenic
0.5,0.1,0.5,26559,benign
0.1,0.1,1.7,1078,pathogenic
0.1,0.1,2.3,10994,benign
0.1,0.3,1,2212,pathogenic
0.5,0.1,0.1,25223,pathogenic
1.5,0.1,0.7,3603,benign
0,0,0,2518,pathogenic
0,0,0,649,pathogenic
0.1,0.1,0.2,379,benign
1.5,0.1,0.7,24783,benign
0.1,0.1,0.2,11120,pathogenic
0.1,0.3,1,9177,pathogenic
5.7,0.1,1.9,10254,benign
0.1,0.1,1.7,11120,pathogenic
0.8,1.7,1,8512,pathogenic
0.5,0.1,0.1,10604,benign
0.5,0.1,0.1,4329,benign
0.1,4.3,3.2,10484,pathogenic
1.4,0.1,0.9,2584,benign
5.7,0.1,1.9,12403,benign
0.6,0.9,0.5,3097,pathogenic
0.8,1.7,1,25396,benign
0.1,0.1,0.8,2976,benign
0.6,0.9,0.5,4878,pathogenic
0.1,0.1,0.8,2942,benign
2.6,0.4,0.8,11386,pathogenic
0.1,0.1,1.7,17009,pathogenic
60.3,75.9,68.2,8008,benign
0.1,4.3,3.2,23246,benign
0.1,1.5,0.9,12305,benign
1.5,0.1,0.7,493,benign
0.3,1.7,2,19711,benign
0.1,0.1,0.3,4122,pathogenic
1.5,0.1,0.7,10483,pathogenic
0.5,0.1,0.1,1100,benign
0.1,0.3,0.1,12340,benign
0.6,0.9,0.5,30650,pathogenic
0.5,0.1,0.1,9008,benign
0.1,4.3,3.2,25403,benign
0.8,1.7,1,18083,benign
0.9,1.7,1.2,15832,pathogenic
0.5,0.1,0.5,4298,pathogenic
0.1,0.3,0.1,3344,benign
5.7,0.1,1.9,13273,benign
0.7,0.1,0.2,34,pathogenic
49.8,67.3,57.1,10669,benign
0.1,1.1,0.4,25812,pathogenic
58.5,78.1,66.7,31371,benign
5.7,0.1,1.9,23246,benign
58.5,78.1,66.7,30696,pathogenic
0.1,4.3,3.2,3585,benign
2.3,8.3,9.4,34,pathogenic
0.5,0.6,0.2,6482,benign
0.1,0.1,0.5,10680,pathogenic
1.9,2.7,3.6,8786,pathogenic
0.1,0.1,1.7,8975,pathogenic
0.5,0.9,0.5,11777,pathogenic
0.1,0.1,1.7,9069,benign
0.1,0.1,0.8,17089,benign
2.8,0.1,3.6,16882,pathogenic
5.7,0.1,1.9,23141,pathogenic
0.5,0.1,0.5,2592,benign
0.5,0.9,0.5,19714,benign
4.2,1.2,0.5,19194,benign
58.5,78.1,66.7,8980,pathogenic
59,72.3,58.8,2020,benign
0.3,1.7,2,12403,benign
0.1,0.1,0.8,18672,benign
0.1,0.4,0.5,7720,pathogenic
0.1,0.3,0.1,18021,benign
0.1,0.1,1.7,9360,pathogenic
1.9,2.7,3.6,6547,pathogenic
7.8,0.8,0.1,15946,benign
0.7,0.8,0.4,10432,benign
0.1,0.1,0.2,9967,benign
0,0,0,34,pathogenic
0.5,0.9,0.5,14388,benign
0,0,0,8008,pathogenic
5.7,0.1,1.9,758,pathogenic
49.8,67.3,57.1,12370,pathogenic
0,0,0,9816,pathogenic
4.6,6.2,3.9,10295,benign
0.1,1.5,0.9,10295,benign
82.8,91.5,77.9,23216,pathogenic
0.1,0.3,1,11005,pathogenic
0.1,0.3,0.2,2198,pathogenic
0.1,0.3,1,6772,benign
58.5,78.1,66.7,7605,benign
0.1,0.1,0.1,19194,benign
5.7,0.1,1.9,19331,pathogenic
0.1,0.1,0.4,11389,benign
0.1,4.3,3.2,9122,benign
0,0,0,19988,benign
0.1,0.1,1.7,34,pathogenic
0,0,0,3438,pathogenic
0.3,1.7,2,13444,pathogenic
0,0,0,26582,pathogenic
58.5,78.1,66.7,4335,benign
1.4,0.1,0.9,1961,benign
0.1,0.1,1.7,2201,benign
5.7,0.1,1.9,8943,benign
0.8,1.7,1,16255,benign
0.1,0.1,1.7,3052,benign
7.8,0.8,0.1,7133,pathogenic
0.5,0.9,0.5,9957,benign
0.1,0.1,0.3,19048,pathogenic
0,0,0,8582,pathogenic
0.1,0.3,0.2,3755,benign
0.1,0.1,0.8,6740,benign
0.1,4.3,3.2,11036,benign
0.3,1.7,2,14409,pathogenic
0,0,0,12403,pathogenic
1.4,0.1,0.9,175,pathogenic
0.1,0.1,1.7,12403,pathogenic
49.8,67.3,57.1,31910,benign
4.6,6.2,3.9,28396,benign
0.5,0.1,0.5,20278,pathogenic
4.6,6.2,3.9,17416,benign
0.5,0.6,0.2,12591,benign
0.5,0.1,0.1,6990,benign
1.7,1.7,3.4,583,benign
0.1,0.1,0.3,6490,benign
1.5,0.1,0.7,4313,benign
0.1,0.3,1,175,pathogenic
0.1,0.1,0.4,493,pathogenic
60.3,75.9,68.2,17416,benign
0.1,0.1,1.7,494,benign
0,0,0,4284,pathogenic
0,0,0,2852,pathogenic
49.8,67.3,57.1,15625,benign
49.8,67.3,57.1,3700,pathogenic
58.5,78.1,66.7,2974,benign
0.1,0.3,0.1,17063,benign
0.1,0.3,0.1,12762,benign
0.5,0.1,0.1,23216,benign
66.4,71.2,60.6,25829,pathogenic
1.5,0.1,0.7,2019,benign
1.4,0.1,0.9,2202,benign
1.4,0.1,0.9,4326,pathogenic
0.1,1.1,0.4,16266,pathogenic
2.3,8.3,9.4,5227,benign
60.3,75.9,68.2,29253,pathogenic
0.1,0.3,1,5394,benign
3,0.3,0.1,18340,benign
58.5,78.1,66.7,10591,pathogenic
0.3,1.7,2,15946,benign
0.4,1.1,2.7,14270,benign
0.1,0.1,0.1,9475,benign
1.7,1.7,3.4,16068,benign
5.7,0.1,1.9,12858,pathogenic
0,0,0,1476,pathogenic
4.2,1.2,0.5,17068,benign
1.5,0.1,0.7,16406,pathogenic
0.1,0.1,0.8,4117,benign
0,0,0,7551,pathogenic
0.1,4.3,3.2,2952,benign
5.7,0.1,1.9,9023,benign
1.5,0.1,0.7,7150,benign
0.1,0.3,1,409,benign
0.1,0.1,0.4,19349,benign
0.1,0.3,0.1,6493,benign
0.1,0.1,1.7,9069,benign
0.1,0.1,1.7,7527,benign
2.1,5.9,1.7,19190,benign
0.1,1.5,0.9,1100,pathogenic
0.5,0.8,0.1,14857,benign
0.5,0.1,0.5,21555,benign
2.3,8.3,9.4,6511,benign
1.9,2.7,3.6,4177,pathogenic
0.1,0.3,1,13829,benign
1.5,0.1,0.7,8031,benign
0.5,0.1,0.1,7739,pathogenic
0,0,0,28862,pathogenic
0,0,0,12403,pathogenic
58.5,78.1,66.7,2185,benign
5.7,0.1,1.9,17089,benign
0.1,0.1,0.2,37276,pathogenic
1.4,0.1,0.9,19048,pathogenic
0.1,1.5,0.8,17761,benign
0.4,1.1,2.7,1514,benign
0.1,0.1,0.1,11976,benign
59,72.3,58.8,1949,benign
8.4,11.7,7.5,4122,pathogenic
0.1,0.1,0.7,29427,pathogenic
0.3,1.7,2,11781,benign
49.8,67.3,57.1,6415,benign
0.1,0.3,1,17340,pathogenic
58.5,78.1,66.7,7516,benign
0.1,0.1,0.8,3606,benign
0.1,0.1,0.4,1100,pathogenic
0.6,0.1,1,4827,pathogenic
0.1,0.1,0.5,23791,benign
0.1,4.3,3.2,6460,benign
0.3,1.7,2,1392,pathogenic
0.3,1.7,2,1529,benign
0,0,0,3754,pathogenic
0.1,0.3,0.2,29059,benign
0.5,0.1,0.1,25801,pathogenic
0.5,0.1,0.5,17761,benign
0.1,0.1,0.5,2074,pathogenic
0.6,0.9,0.5,15710,pathogenic
0.1,0.1,1.7,6848,benign
0.1,0.1,0.2,23511,pathogenic
0.7,0.1,0.2,30391,benign
0.1,0.6,0.2,21555,benign
0.8,1.7,1,5273,benign
5.7,5.8,4.9,6392,pathogenic
1.5,0.1,0.7,13444,benign
0,0,0,9069,pathogenic
66.4,71.2,60.6,13797,benign
2.8,0.1,3.6,12403,pathogenic
0,0,0,5389,pathogenic
0.5,0.9,0.5,11831,pathogenic
1.5,0.1,0.7,11036,benign
0.1,0.3,1,4220,benign
49.8,67.3,57.1,57,pathogenic
0.1,0.1,0.7,870,pathogenic
0.1,4.3,3.2,13830,pathogenic
60.3,75.9,68.2,10519,pathogenic
2.1,5.9,1.7,17084,pathogenic
0.1,0.1,0.5,2942,pathogenic
0.4,1.1,2.7,1101,benign
0.6,0.9,0.5,9177,pathogenic
0.1,0.1,0.5,2210,pathogenic
0.5,0.1,0.1,9411,benign
0.3,1.7,2,3012,benign
2.3,8.3,9.4,1391,pathogenic
58.5,78.1,66.7,6694,pathogenic
1.5,0.1,0.7,29007,benign
2.3,8.3,9.4,7146,pathogenic
0,0,0,12601,pathogenic
0.5,0.8,0.1,10586,pathogenic
49.8,67.3,57.1,2209,benign
0,0,0,8851,pathogenic
0.1,0.1,0.5,22965,pathogenic
0,0,0,22965,pathogenic
0,0,0,12403,pathogenic
0,0,0,6990,pathogenic
1.4,0.1,0.9,11411,pathogenic
0.5,0.1,0.1,17089,benign
0.1,0.1,0.1,12762,pathogenic
0,0,0,17416,pathogenic
5.7,0.1,1.9,15710,benign
0.5,0.1,0.1,1754,benign
0.1,0.1,0.1,3349,pathogenic
58.5,78.1,66.7,6842,pathogenic
0,0,0,6547,pathogenic
0.9,1.7,1.2,10593,pathogenic
0.1,0.1,1.7,4162,benign
0,0,0,795,pathogenic
0.1,0.3,1,25155,pathogenic
0.5,0.9,0.5,5046,benign
0.6,0.1,1,11273,benign
0.1,0.1,0.1,2206,pathogenic
0.9,1.7,1.2,3808,pathogenic
0.1,0.1,0.4,1232,benign
0,0,0,428,pathogenic
0.1,0.1,1.7,20788,benign
0,0,0,26521,pathogenic
0.1,0.3,0.1,9115,pathogenic
0,0,0,11596,pathogenic
1.5,0.1,0.7,3327,benign
0,0,0,9454,pathogenic
0.1,0.3,0.2,19693,benign
0.1,0.6,0.2,1912,pathogenic
0.1,4.3,3.2,225,benign
0,0,0,795,pathogenic
4.6,6.2,3.9,129,pathogenic
0.7,0.1,0.6,2592,benign
0.5,0.8,0.1,1100,pathogenic
0.1,0.1,0.2,9454,pathogenic
2.1,5.9,1.7,23406,benign
1.5,0.1,0.7,8516,benign
0,0,0,10664,pathogenic
1.5,0.1,0.7,4115,pathogenic
0.1,0.1,0.2,26013,benign
0.1,0.1,0.2,25198,pathogenic
0.1,0.1,0.5,16627,pathogenic
0.3,1.7,2,3603,pathogenic
0.1,0.1,0.1,6823,pathogenic
0.1,0.1,1.7,7939,pathogenic
0,0,0,11444,pathogenic
82.8,91.5,77.9,25244,benign
0.7,0.1,0.2,407,benign
0.5,0.1,0.5,23216,benign
0.9,1.4,0.5,12829,benign
0.1,0.1,1.7,888,pathogenic
3,0.3,0.1,7436,pathogenic
0.1,0.1,1.7,12726,pathogenic
5.7,0.1,1.9,16627,pathogenic
5.7,5.8,4.9,19331,pathogenic
0,0,0,17063,pathogenic
0.5,0.1,0.1,8104,pathogenic
0.1,0.1,0.2,11875,pathogenic
0.1,0.1,0.2,90,pathogenic
0.3,1.7,2,18618,pathogenic
49.8,67.3,57.1,603,benign
0.5,0.9,0.5,29216,benign
58.5,78.1,66.7,10597,pathogenic
4.6,6.2,3.9,8636,benign
58.5,78.1,66.7,2212,benign
0.5,0.1,0.1,1095,benign
4.6,6.2,3.9,17416,benign
4.6,6.2,3.9,8148,benign
0.7,0.1,0.2,1397,pathogenic
7.8,0.8,0.1,10596,pathogenic
1.5,0.1,0.7,17416,benign
2.1,5.9,1.7,23336,benign
0.1,0.1,0.2,315,benign
0.1,0.3,0.1,11724,benign
1.4,0.1,0.9,6547,pathogenic
0.1,0.1,0.8,6470,benign
0.1,0.1,0.4,26144,pathogenic
0.1,0.6,0.3,27337,pathogenic
0.1,0.1,0.3,2928,pathogenic
3,0.3,0.1,12015,pathogenic
58.5,78.1,66.7,1020,benign
0.1,0.6,0.3,3236,benign
0.1,0.3,0.2,2185,benign
0.1,0.1,0.8,13733,pathogenic
1.5,0.1,0.7,1388,benign
8.4,11.7,7.5,11474,benign
0.1,0.1,0.5,13211,pathogenic
0.1,4.3,3.2,14550,pathogenic
4.2,1.2,0.5,13436,benign
0.5,0.1,0.5,13211,pathogenic
5.7,0.1,1.9,9024,pathogenic
0.7,0.1,0.2,7576,pathogenic
0.1,4.3,3.2,29086,benign
0.5,0.9,0.5,7579,pathogenic
0.5,0.1,0.1,870,pathogenic
0.1,0.1,0.1,6251,benign
0.3,1.7,2,17009,benign
0,0,0,7329,pathogenic
0.9,1.7,1.2,7744,pathogenic
0.1,1.5,0.8,2962,benign
0.8,1.7,1,7132,pathogenic
0.1,0.1,1.7,11431,benign
82.8,91.5,77.9,18865,benign
4.6,6.2,3.9,16882,pathogenic
0.1,0.1,0.2,1122,pathogenic
0.1,0.3,0.8,2209,benign
1.5,0.1,0.7,22938,benign
0.3,1.7,2,7865,benign
0.1,0.1,1.7,9451,pathogenic
0.5,0.1,0.1,7029,pathogenic
0.1,0.1,0.2,29105,pathogenic
0.1,0.3,0.1,6842,pathogenic
0.5,0.1,0.1,2206,benign
0.5,0.1,0.1,7717,pathogenic
0.1,0.3,0.2,11782,pathogenic
0.1,0.1,0.8,4313,benign
2.8,0.1,3.6,10483,pathogenic
58.5,78.1,66.7,6294,pathogenic
0.1,0.1,0.5,9069,benign
0.6,0.9,0.5,21653,benign
1.5,0.1,0.7,9069,benign
2.3,8.3,9.4,9069,benign
58.5,78.1,66.7,22938,benign
58.5,78.1,66.7,11040,benign
0.5,0.1,0.1,2201,pathogenic
82.8,91.5,77.9,30074,pathogenic
0.1,0.1,1.7,9069,benign
0,0,0,7594,pathogenic
1.5,0.1,0.7,17009,benign
0.1,0.3,1,5318,benign
0.6,0.9,0.5,3582,pathogenic
0.1,0.1,1.7,11581,pathogenic
0.1,0.6,0.3,20444,benign
0.8,1.7,1,12762,benign
0.1,0.1,1.7,7720,benign
66.4,71.2,60.6,1090,benign
0,0,0,3582,pathogenic
0,0,0,1550,pathogenic
0.1,0.1,1.7,4586,benign
0,0,0,3584,pathogenic
82.8,91.5,77.9,22947,benign
4.6,6.2,3.9,22947,benign
0.5,0.8,0.1,29666,pathogenic
49.8,67.3,57.1,939,benign
0.1,4.3,3.2,7525,benign
58.5,78.1,66.7,25135,pathogenic
0,0,0,12601,pathogenic
0.1,0.1,1.7,9069,benign
1.5,0.1,0.7,57,pathogenic
0,0,0,9008,pathogenic
5.7,0.1,1.9,3386,benign
0.5,0.1,0.1,11634,benign
0.1,0.1,0.2,16650,pathogenic
59,72.3,58.8,12403,pathogenic
0,0,0,2209,pathogenic
0.3,1.7,2,20473,pathogenic
0.1,0.1,0.7,9175,pathogenic
0.1,4.3,3.2,12601,benign
0.1,0.3,0.1,12601,benign
0.5,0.1,0.5,17009,benign
5.7,0.1,1.9,12601,benign
0.6,0.1,1,12601,benign
5.7,0.1,1.9,10879,benign
0.5,0.1,0.5,3546,pathogenic
0,0,0,7551,pathogenic
0.1,0.3,0.1,14270,benign
0.1,0.3,0.2,4174,benign
0.1,0.3,1,13806,benign
0.1,0.1,0.5,4195,pathogenic
0.9,1.7,1.2,3754,benign
0.5,0.1,0.5,23159,benign
0.1,0.3,0.8,34,pathogenic
0.8,1.7,1,2962,pathogenic
0.5,0.1,0.5,11187,benign
0,0,0,26291,pathogenic
4.6,6.2,3.9,24565,benign
0.1,0.3,0.8,11875,benign
0.3,1.7,2,6441,pathogenic
60.3,75.9,68.2,11621,benign
0.5,0.9,0.5,10295,pathogenic
0.8,1.7,1,9456,benign
0.1,0.3,0.2,29168,benign
0.5,0.9,0.5,11621,pathogenic
0.1,0.6,0.2,30718,pathogenic
0.4,1.1,2.7,14881,benign
66.4,71.2,60.6,12403,benign
5.7,0.1,1.9,1713,benign
0.1,4.3,3.2,30372,benign
0.1,0.3,0.1,19104,pathogenic
0.8,1.7,1,12362,pathogenic
0.7,0.1,0.6,16932,benign
0.4,1.1,2.7,16932,pathogenic
4.6,6.2,3.9,8636,benign
5.7,0.1,1.9,1402,pathogenic
0,0,0,10887,pathogenic
0.9,1.7,1.2,4189,pathogenic
2.3,8.3,9.4,16812,pathogenic
8.4,11.7,7.5,19125,pathogenic
0.1,0.4,0.5,31923,benign
66.4,71.2,60.6,18222,benign
1.5,0.1,0.7,4117,pathogenic
0.1,0.3,0.2,5213,benign
60.3,75.9,68.2,7905,benign
0.8,1.7,1,888,pathogenic
60.3,75.9,68.2,3052,pathogenic
4.2,1.2,0.5,164,benign
0.1,0.3,1,11877,pathogenic
0,0,0,11114,pathogenic
0.8,1.7,1,14295,benign
0,0,0,175,pathogenic
1.5,0.1,0.7,26090,benign
0.1,0.1,0.8,7997,benign
0.1,0.3,0.2,1052,benign
0.1,0.1,0.4,12362,pathogenic
1.5,0.1,0.7,15512,benign
0.5,0.1,0.5,1754,benign
5.7,0.1,1.9,1160,benign
4.2,1.2,0.5,12340,benign
0,0,0,19048,pathogenic
0.6,0.9,0.5,12362,pathogenic
0.1,0.1,0.2,11559,pathogenic
2.1,5.9,1.7,12403,benign
0,0,0,16187,pathogenic
1.5,0.1,0.7,2962,pathogenic
3,0.3,0.1,24229,benign
5.7,0.1,1.9,10964,pathogenic
0,0,0,6296,pathogenic
1.4,0.1,0.9,2942,benign
0.1,0.3,0.8,15946,benign
3,0.3,0.1,1966,pathogenic
0.3,1.7,2,2213,pathogenic
0.5,0.9,0.5,1529,pathogenic
0.1,0.1,0.8,2950,benign
0.1,0.1,1.7,9180,pathogenic
0.7,0.8,0.4,12261,benign
0,0,0,1101,pathogenic
0.1,4.3,3.2,13733,benign
0.5,0.1,0.5,3148,pathogenic
0.3,1.7,2,17146,benign
0.1,0.1,0.8,25396,benign
0.1,0.3,0.2,12403,benign
0.1,0.3,0.1,23336,benign
0.1,0.4,0.1,57,pathogenic
0,0,0,11497,pathogenic
82.8,91.5,77.9,989,benign
0.1,1.5,0.9,19309,benign
0.5,0.9,0.5,3148,pathogenic
0,0,0,6698,pathogenic
0.5,0.9,0.5,4976,benign
0.1,0.1,0.8,29186,benign
0.9,1.7,1.2,7605,benign
0,0,0,4065,pathogenic
0.1,0.3,0.2,11720,pathogenic
0,0,0,3582,pathogenic
0.3,1.7,2,583,pathogenic
0,0,0,2714,pathogenic
0.1,0.3,0.2,16068,pathogenic
49.8,67.3,57.1,451,benign
0.1,0.1,0.4,7720,benign
4.6,6.2,3.9,2135,benign
0.1,0.1,2.3,13829,pathogenic
0.1,0.3,0.2,2951,benign
0.1,0.1,0.4,12723,benign
0,0,0,23399,pathogenic
0.8,1.7,1,7146,benign
0.1,0.1,0.2,10521,benign
0,0,0,8582,pathogenic
0,0,0,6482,pathogenic
4.6,6.2,3.9,10593,pathogenic
0.1,4.3,3.2,4065,pathogenic
0,0,0,12362,pathogenic
0.1,0.1,0.2,8804,pathogenic
0.1,0.3,0.8,2518,benign
0.3,1.7,2,2942,benign
3,0.3,0.1,11133,benign
0.7,0.1,0.6,9069,benign
0.1,0.1,0.5,2211,pathogenic
4.6,6.2,3.9,9477,benign
0.5,0.1,0.5,23845,benign
0.5,0.9,0.5,6412,benign
58.5,78.1,66.7,11273,pathogenic
1.5,0.1,0.7,3942,benign
0,0,0,9122,pathogenic
0.5,0.1,0.1,5273,benign
0.1,0.3,1,6717,benign
0,0,0,1090,pathogenic
1.4,0.1,0.9,5273,benign
0.3,1.7,2,4235,pathogenic
0.5,0.1,0.5,30497,benign
0.1,0.1,0.5,11100,pathogenic
0,0,0,25583,pathogenic
0.5,0.1,0.5,5273,benign
0,0,0,870,pathogenic
0,0,0,25801,pathogenic
0.1,0.1,0.2,3622,pathogenic
0.5,0.1,0.1,3513,benign
0.8,1.7,1,1869,benign
1.4,0.1,0.9,8787,pathogenic
0.1,4.3,3.2,2858,pathogenic
0.1,0.1,0.3,10513,pathogenic
0.7,0.1,0.6,34,pathogenic
5.7,0.1,1.9,34,pathogenic
0,0,0,34,pathogenic
0.1,0.1,0,9768,pathogenic
82.8,91.5,77.9,7551,pathogenic
0.1,0.1,0.4,10257,pathogenic
0.5,0.1,0.1,583,pathogenic
58.5,78.1,66.7,34,pathogenic
0.1,0.3,0.2,34,pathogenic
0,0,0,1388,pathogenic
0.1,0.3,0.2,1101,pathogenic
0,0,0,10294,pathogenic
0,0,0,1748,pathogenic
0.3,1.7,2,24650,pathogenic
0.1,0.3,1,1390,benign
0.1,0.3,0.2,7576,pathogenic
0.1,0.1,0.4,15888,benign
0.5,0.1,0.5,2213,pathogenic
0.5,0.9,0.5,5964,benign
0,0,0,23216,pathogenic
0,0,0,3616,benign
0.1,0.1,1.7,3616,benign
2.1,5.9,1.7,11828,benign
0.7,0.1,0.6,10257,benign
2.8,0.1,3.6,11828,benign
0.1,0.1,0.2,3603,pathogenic
0,0,0,6106,pathogenic
0.1,0.1,1.7,4393,benign
0,0,0,12362,pathogenic
4.6,6.2,3.9,7606,benign
8.4,11.7,7.5,12403,benign
1.5,0.1,0.7,2343,pathogenic
0,0,0,2074,pathogenic
0,0,0,7979,pathogenic
58.5,78.1,66.7,4281,benign
0.1,0.1,1.7,7606,pathogenic
0.1,0.1,0.3,20153,benign
0,0,0,12601,pathogenic
0.1,0.1,0.5,360,pathogenic
0,0,0,4878,pathogenic
0,0,0,15999,pathogenic
0.1,0.3,0.8,9282,pathogenic
0.5,0.1,0.1,17416,pathogenic
0.1,0.1,1.7,8786,pathogenic
0,0,0,4189,pathogenic
1.7,1.7,3.4,2942,pathogenic
0.5,0.9,0.5,19104,benign
0,0,0,3603,pathogenic
4.6,6.2,3.9,329,benign
0.9,1.4,0.5,12762,benign
1.5,0.1,0.7,76,pathogenic
0.3,1.7,2,10582,pathogenic
2.6,0.4,0.8,12362,pathogenic
0,0,0,17870,pathogenic
0.5,0.9,0.5,7897,benign
1.5,0.1,0.7,1101,pathogenic
0,0,0,21684,pathogenic
82.8,91.5,77.9,4235,pathogenic
1.5,0.1,0.7,3749,benign
59,72.3,58.8,18865,pathogenic
4.6,6.2,3.9,2183,pathogenic
1.9,2.7,3.6,2186,benign
58.5,78.1,66.7,17416,benign
0.3,1.7,2,1101,pathogenic
0.1,0.1,0.3,8607,pathogenic
0,0,0,7325,pathogenic
0.1,0.1,0.4,24565,benign
4.2,1.2,0.5,468,pathogenic
2.4,0.1,3.9,1856,benign
0.1,0.3,1,5401,benign
58.5,78.1,66.7,2950,benign
0.5,0.1,0.5,4065,pathogenic
0,0,0,1101,pathogenic
0.1,0.1,0.8,20767,pathogenic
0.5,0.9,0.5,10669,benign
0.1,0.3,0.1,7677,pathogenic
0.1,0.3,0.2,3544,pathogenic
0.5,0.6,0.2,12766,benign
0.1,0.1,1.7,13733,pathogenic
1.4,0.1,0.9,7175,benign
0.8,1.7,1,25660,benign
1.7,1.7,3.4,9179,pathogenic
0.1,0.3,0.8,5008,benign
2.1,5.9,1.7,12403,benign
0.1,0.1,0.5,57,pathogenic
0.5,0.1,0.1,3700,benign
0.1,0.3,0.2,735,pathogenic
5.7,5.8,4.9,8582,pathogenic
0.1,0.3,0.1,8582,pathogenic
0.1,0.4,0.5,8582,pathogenic
0.9,1.7,1.2,8582,pathogenic
1.5,0.1,0.7,8582,pathogenic
0.1,0.1,0.5,8582,pathogenic
4.6,6.2,3.9,8582,pathogenic
0.5,0.1,0.1,8582,pathogenic
0.5,0.1,0.5,8582,pathogenic
0.1,0.3,0.2,8582,pathogenic
5.7,0.1,1.9,8582,pathogenic
0.1,0.6,0.3,8582,pathogenic
82.8,91.5,77.9,21478,benign
0.5,0.9,0.5,29419,pathogenic
4.6,6.2,3.9,1911,pathogenic
4.6,6.2,3.9,869,pathogenic
2.3,8.3,9.4,15968,pathogenic
0.8,1.7,1,30372,benign
0.1,0.1,0.5,23791,benign
0.5,0.1,0.1,9016,benign
1.9,2.7,3.6,10591,pathogenic
0.1,0.1,0.3,8803,benign
0.1,0.1,1.7,10825,benign
0,0,0,12403,pathogenic
0.1,0.1,1.7,9829,pathogenic
0,0,0,11351,pathogenic
0.1,0.1,0.1,4283,pathogenic
0.5,0.1,0.1,18040,benign
0.1,0.3,0.1,18111,benign
60.3,75.9,68.2,7652,pathogenic
0.1,0.1,0.5,9451,pathogenic
5.7,0.1,1.9,14508,benign
4.6,6.2,3.9,7450,benign
2.1,5.9,1.7,12601,benign
1.5,0.1,0.7,7572,pathogenic
0.1,0.1,0.5,10729,pathogenic
0.1,0.6,0.2,4319,pathogenic
0.5,0.1,0.1,12601,benign
0.6,0.9,0.5,31399,pathogenic
0.1,0.1,0.4,2213,benign
2.3,8.3,9.4,4839,benign
66.4,71.2,60.6,10591,benign
0.5,0.8,0.1,6294,pathogenic
0.1,1.8,0.7,952,pathogenic
0.3,1.7,2,9580,pathogenic
0,0,0,22939,benign
0.1,0.1,0,6547,pathogenic
0,0,0,25538,pathogenic
4.6,6.2,3.9,19358,benign
0.1,0.3,1,21528,benign
0.5,0.1,0.5,14881,benign
0,0,0,12363,pathogenic
5.7,0.1,1.9,9831,benign
0.3,1.7,2,3603,pathogenic
49.8,67.3,57.1,2210,pathogenic
0.1,0.1,0.4,2928,pathogenic
0,0,0,4976,pathogenic
49.8,67.3,57.1,11828,benign
0.1,0.1,1.7,6572,pathogenic
0.8,1.7,1,10591,pathogenic
4.6,6.2,3.9,21558,pathogenic
0.5,0.1,0.5,26038,pathogenic
1.5,0.1,0.7,12601,benign
0.1,0.3,1,26169,pathogenic
0.7,0.1,0.2,1494,benign
0.6,0.9,0.5,1404,pathogenic
0.1,0.1,0.7,3349,pathogenic
0.1,4.3,3.2,23198,benign
0.1,0.1,0.5,5468,benign
0.1,0.1,0.8,7090,benign
4.6,6.2,3.9,17063,benign
1.4,0.1,0.9,6840,pathogenic
0.1,0.1,0.2,25155,pathogenic
0.6,0.9,0.5,13281,benign
0.5,0.1,0.5,15520,pathogenic
1.5,0.1,0.7,7590,benign
1.5,0.1,0.7,17296,benign
0,0,0,9016,pathogenic
1.5,0.1,0.7,20,pathogenic
58.5,78.1,66.7,19104,pathogenic
0,0,0,1101,pathogenic
0.1,0.1,0.5,493,pathogenic
0.6,0.1,1,2218,benign
1.7,1.7,3.4,15946,benign
0.1,0.3,0.2,15946,benign
0.1,0.1,0.5,15946,benign
0,0,0,7527,pathogenic
5.7,0.1,1.9,3349,benign
1.4,0.1,0.9,8148,pathogenic
2.6,0.4,0.8,29945,pathogenic
0.1,0.3,0.1,1442,pathogenic
0.1,0.1,1.7,60,pathogenic
0.5,0.8,0.1,21497,pathogenic
58.5,78.1,66.7,33,benign
0.1,0.1,0.5,4908,pathogenic
0,0,0,7325,pathogenic
4.6,6.2,3.9,603,pathogenic
1.9,2.7,3.6,1318,benign
0.1,0.1,1.7,17098,benign
1.5,0.1,0.7,6483,benign
0.5,0.1,0.5,7133,benign
0,0,0,14938,pathogenic
0.1,0.3,1,30760,pathogenic
0.1,0.3,1,3688,pathogenic
7.8,0.8,0.1,2678,pathogenic
0,0,0,11623,pathogenic
8.4,11.7,7.5,2567,benign
0,0,0,11623,pathogenic
0,0,0,417,pathogenic
